0.125382558235276888241671935931	[12] 
0.363629416546485708045324813931	[34] 
0.364664708505915396795750774150	[29] 
0.472467658235954531941586109767	[22] 
0.479204605526431454723098116166	[43] 
0.499983298293535319148719886506	[16] 
0.581995751713501104898564747492	[24] 
0.613804904379510978115405683830	[26] 
0.625382487099444334750948659707	[25] 
0.632075132469420650335647365869	[4] 
0.632120240996127826882487049653	[45] 
0.856678584123645929125287490358	[8] 
0.862140550090092260937090634654	[39] 
0.864647695332071657429908601022	[30] 
0.864664708505949558135957044858	[7] 
0.930983143486108538698468872763	[23] 
0.947715212321507656262776359002	[35] 
0.947717472761579695587214056118	[44] 
0.950161382936299806021424041447	[13] 
0.950167511638502399395553310590	[36] 
0.981303490629992602729651796079	[15] 
0.981684358885712791162152235369	[33] 
0.993261897284910358048651279894	[14] 
0.993262051977574847276292874243	[17] 
0.997390853842191005219821459127	[32] 
0.999087244151303450264301614370	[3] 
0.999087796708154219174104204715	[5] 
0.999088117788864571650660900692	[42] 
0.999658391936184463513574705029	[37] 
0.999663690493786488656599575897	[40] 
0.999664537285443039230873468748	[28] 
0.999830358410521405213618878483	[19] 
0.999870139765399864424048198552	[9] 
0.999876476854810211419757187690	[38] 
0.999876590059563160380745605593	[41] 
0.999982877794786171048342648948	[2] 
0.999983298177123786987848669261	[46] 
0.999993855745776696213912571043	[10] 
0.999993855785373205445100419642	[20] 
0.999997627120570648070942837427	[6] 
0.999997718836900272563507352519	[31] 
0.999997732000543451257468935411	[11] 
0.999999652698141361720218789344	[1] 
0.999999958598709245039155846246	[27] 
0.999999997835280353462947960930	[18] 
0.999999997938845125726621543283	[49] 
0.999999999241724436675228526727	[47] 
0.999999999986112044977892843178	[48] 
0.999999999999054192602754992381	[21] 
